,Coordenada $x_{1}$,Coordenada $x_{2}$,Valor de la Función,Abscisas del Punto,Punto Completo
$X_{1017}$,9.609889973115703,-12.257862675848914,-104.4070540192852,"[9.609889973115703, -12.257862675848914]","[9.609889973115703, -12.257862675848914, -104.4070540192852]"
$X_{1018}$,3.670728217766527,-3.192706109327922,-20.527157688085165,"[3.670728217766527, -3.192706109327922]","[3.670728217766527, -3.192706109327922, -20.527157688085165]"
$X_{1019}$,18.501282545995977,-18.05035611226352,-136.6108577243857,"[18.501282545995977, -18.05035611226352]","[18.501282545995977, -18.05035611226352, -136.6108577243857]"
$X_{1020}$,10.883545894225783,3.4869417785980694,-46.338636415533855,"[10.883545894225783, 3.4869417785980694]","[10.883545894225783, 3.4869417785980694, -46.338636415533855]"
$X_{1021}$,-17.94620315902071,16.560859285639886,175.06459099673253,"[-17.94620315902071, 16.560859285639886]","[-17.94620315902071, 16.560859285639886, 175.06459099673253]"
$X_{1022}$,-1.3363743281829166,-10.960480704516268,-88.82771283005609,"[-1.3363743281829166, -10.960480704516268]","[-1.3363743281829166, -10.960480704516268, -88.82771283005609]"
$X_{1023}$,9.566285192742466,4.5959615400109115,53.10202601497332,"[9.566285192742466, 4.5959615400109115]","[9.566285192742466, 4.5959615400109115, 53.10202601497332]"
$X_{1024}$,-13.243318572323194,11.508134375880317,75.59455708634869,"[-13.243318572323194, 11.508134375880317]","[-13.243318572323194, 11.508134375880317, 75.59455708634869]"
$X_{1025}$,15.996318168473913,-5.992605925174468,-38.44749163122421,"[15.996318168473913, -5.992605925174468]","[15.996318168473913, -5.992605925174468, -38.44749163122421]"
$X_{1026}$,-6.407270634970178,-0.16310480707105413,68.46980014158916,"[-6.407270634970178, -0.16310480707105413]","[-6.407270634970178, -0.16310480707105413, 68.46980014158916]"
$X_{1027}$,-0.9190611409561988,-14.583983413796165,-48.378399658850306,"[-0.9190611409561988, -14.583983413796165]","[-0.9190611409561988, -14.583983413796165, -48.378399658850306]"
$X_{1028}$,1.7722761279482846,-0.37008109932843425,2.4158230568284296,"[1.7722761279482846, -0.37008109932843425]","[1.7722761279482846, -0.37008109932843425, 2.4158230568284296]"
$X_{1029}$,-0.8057069617057735,-9.311600079870006,0.2247378774076907,"[-0.8057069617057735, -9.311600079870006]","[-0.8057069617057735, -9.311600079870006, 0.2247378774076907]"
$X_{1030}$,0.4547153864767104,0.21120352298542855,45.77076281450304,"[0.4547153864767104, 0.21120352298542855]","[0.4547153864767104, 0.21120352298542855, 45.77076281450304]"
$X_{1031}$,-15.685311998872375,19.736946897226616,187.58340440238246,"[-15.685311998872375, 19.736946897226616]","[-15.685311998872375, 19.736946897226616, 187.58340440238246]"
$X_{1032}$,-14.313578742215324,2.8663621946591036,71.16373103446396,"[-14.313578742215324, 2.8663621946591036]","[-14.313578742215324, 2.8663621946591036, 71.16373103446396]"
$X_{1033}$,10.769879725268584,13.995014813260639,51.27952729386481,"[10.769879725268584, 13.995014813260639]","[10.769879725268584, 13.995014813260639, 51.27952729386481]"
$X_{1034}$,10.419574511429815,-17.595494656478593,-143.36890794858152,"[10.419574511429815, -17.595494656478593]","[10.419574511429815, -17.595494656478593, -143.36890794858152]"
$X_{1035}$,-10.003980677559028,4.084992262116579,13.117230058046594,"[-10.003980677559028, 4.084992262116579]","[-10.003980677559028, 4.084992262116579, 13.117230058046594]"
$X_{1036}$,11.524418552822464,-8.495710696499795,-54.47713497884746,"[11.524418552822464, -8.495710696499795]","[11.524418552822464, -8.495710696499795, -54.47713497884746]"
$X_{1037}$,15.106052081678818,6.561181386598864,-41.67639847469529,"[15.106052081678818, 6.561181386598864]","[15.106052081678818, 6.561181386598864, -41.67639847469529]"
$X_{1038}$,15.317439499338747,-4.47061891349621,-27.926437131929195,"[15.317439499338747, -4.47061891349621]","[15.317439499338747, -4.47061891349621, -27.926437131929195]"
$X_{1039}$,0.5711315371458703,-4.299745811405874,-52.662392796697915,"[0.5711315371458703, -4.299745811405874]","[0.5711315371458703, -4.299745811405874, -52.662392796697915]"
$X_{1040}$,17.353648286060654,19.24231981960726,28.897785828178417,"[17.353648286060654, 19.24231981960726]","[17.353648286060654, 19.24231981960726, 28.897785828178417]"
$X_{1041}$,17.929162675035208,-16.007941850304213,-100.1502371902956,"[17.929162675035208, -16.007941850304213]","[17.929162675035208, -16.007941850304213, -100.1502371902956]"
$X_{1042}$,7.422011938486655,-11.1262908744188,-93.11506077600728,"[7.422011938486655, -11.1262908744188]","[7.422011938486655, -11.1262908744188, -93.11506077600728]"
$X_{1043}$,-8.941109425530648,11.08199645469415,91.66747167588312,"[-8.941109425530648, 11.08199645469415]","[-8.941109425530648, 11.08199645469415, 91.66747167588312]"
$X_{1044}$,-2.535451093510609,-1.6063663963623434,-31.23298500514217,"[-2.535451093510609, -1.6063663963623434]","[-2.535451093510609, -1.6063663963623434, -31.23298500514217]"
$X_{1045}$,-2.9721969115413813,-16.54036650867456,-59.3411154603681,"[-2.9721969115413813, -16.54036650867456]","[-2.9721969115413813, -16.54036650867456, -59.3411154603681]"
$X_{1046}$,19.575145793791307,7.19024574730026,0.8566448441429966,"[19.575145793791307, 7.19024574730026]","[19.575145793791307, 7.19024574730026, 0.8566448441429966]"
$X_{1047}$,-7.302017801060883,15.00038956285777,131.36096556693636,"[-7.302017801060883, 15.00038956285777]","[-7.302017801060883, 15.00038956285777, 131.36096556693636]"
$X_{1048}$,-15.233895156587693,-13.581346618739332,-11.494654120523837,"[-15.233895156587693, -13.581346618739332]","[-15.233895156587693, -13.581346618739332, -11.494654120523837]"
$X_{1049}$,16.993835520230895,-3.8701399974435446,-45.75821984229901,"[16.993835520230895, -3.8701399974435446]","[16.993835520230895, -3.8701399974435446, -45.75821984229901]"
$X_{1050}$,2.8688715103216786,-11.164798458232328,-23.201522807099657,"[2.8688715103216786, -11.164798458232328]","[2.8688715103216786, -11.164798458232328, -23.201522807099657]"
$X_{1051}$,12.663048332053457,-0.5491107847126102,-74.52724525838767,"[12.663048332053457, -0.5491107847126102]","[12.663048332053457, -0.5491107847126102, -74.52724525838767]"
$X_{1052}$,-14.779163231852213,13.39548205063906,84.46952438292607,"[-14.779163231852213, 13.39548205063906]","[-14.779163231852213, 13.39548205063906, 84.46952438292607]"
$X_{1053}$,14.14273406133853,-16.75385419740774,-75.28540605695017,"[14.14273406133853, -16.75385419740774]","[14.14273406133853, -16.75385419740774, -75.28540605695017]"
$X_{1054}$,-0.7186739232329664,-5.290660083409403,-26.336116876703958,"[-0.7186739232329664, -5.290660083409403]","[-0.7186739232329664, -5.290660083409403, -26.336116876703958]"
$X_{1055}$,0.3338226747397144,-17.196900126220633,-36.17462867248226,"[0.3338226747397144, -17.196900126220633]","[0.3338226747397144, -17.196900126220633, -36.17462867248226]"
$X_{1056}$,-2.9265870851319455,5.204768601720097,79.79858555826675,"[-2.9265870851319455, 5.204768601720097]","[-2.9265870851319455, 5.204768601720097, 79.79858555826675]"
$X_{1057}$,-11.484067348312594,9.487821133418354,91.78705550237045,"[-11.484067348312594, 9.487821133418354]","[-11.484067348312594, 9.487821133418354, 91.78705550237045]"
$X_{1058}$,-13.732864834591743,7.669950432291447,126.3341945853079,"[-13.732864834591743, 7.669950432291447]","[-13.732864834591743, 7.669950432291447, 126.3341945853079]"
$X_{1059}$,-3.9975160349451535,9.514736278362271,30.257058633455706,"[-3.9975160349451535, 9.514736278362271]","[-3.9975160349451535, 9.514736278362271, 30.257058633455706]"
$X_{1060}$,11.328306432805402,-11.556310235649875,-52.314217648429974,"[11.328306432805402, -11.556310235649875]","[11.328306432805402, -11.556310235649875, -52.314217648429974]"
$X_{1061}$,8.43331402376592,-19.007393365662363,-153.56751500155613,"[8.43331402376592, -19.007393365662363]","[8.43331402376592, -19.007393365662363, -153.56751500155613]"
$X_{1062}$,-3.960303494075813,14.29730243033751,139.79774051642926,"[-3.960303494075813, 14.29730243033751]","[-3.960303494075813, 14.29730243033751, 139.79774051642926]"
$X_{1063}$,8.221886205209628,13.317101065249993,88.2615202992078,"[8.221886205209628, 13.317101065249993]","[8.221886205209628, 13.317101065249993, 88.2615202992078]"
$X_{1064}$,15.895911409663348,-4.183410218118757,-100.61933094294308,"[15.895911409663348, -4.183410218118757]","[15.895911409663348, -4.183410218118757, -100.61933094294308]"
$X_{1065}$,-19.645499978796433,19.93544618516127,148.72652963587265,"[-19.645499978796433, 19.93544618516127]","[-19.645499978796433, 19.93544618516127, 148.72652963587265]"
$X_{1066}$,-3.6804823242399856,12.56703525912446,51.691072754616485,"[-3.6804823242399856, 12.56703525912446]","[-3.6804823242399856, 12.56703525912446, 51.691072754616485]"
$X_{1067}$,13.771012287059328,10.85045134565182,26.64199284403185,"[13.771012287059328, 10.85045134565182]","[13.771012287059328, 10.85045134565182, 26.64199284403185]"
$X_{1068}$,14.688217907058359,-15.842504184802216,-75.39267878313717,"[14.688217907058359, -15.842504184802216]","[14.688217907058359, -15.842504184802216, -75.39267878313717]"
$X_{1069}$,4.962597517015968,-12.679614518463564,-97.4000903328949,"[4.962597517015968, -12.679614518463564]","[4.962597517015968, -12.679614518463564, -97.4000903328949]"
$X_{1070}$,-17.302128074350087,1.3830908098682073,86.55917482485572,"[-17.302128074350087, 1.3830908098682073]","[-17.302128074350087, 1.3830908098682073, 86.55917482485572]"
$X_{1071}$,15.318688693073028,12.659004124361225,-2.645625660628177,"[15.318688693073028, 12.659004124361225]","[15.318688693073028, 12.659004124361225, -2.645625660628177]"
$X_{1072}$,-2.220881554116538,-2.484282370641232,-14.668871767517308,"[-2.220881554116538, -2.484282370641232]","[-2.220881554116538, -2.484282370641232, -14.668871767517308]"
$X_{1073}$,-2.9739851722490265,0.8375380362127345,25.219022564742225,"[-2.9739851722490265, 0.8375380362127345]","[-2.9739851722490265, 0.8375380362127345, 25.219022564742225]"
$X_{1074}$,1.4681170055657802,1.2340874118669198,27.277343583055348,"[1.4681170055657802, 1.2340874118669198]","[1.4681170055657802, 1.2340874118669198, 27.277343583055348]"
$X_{1075}$,-11.332408094272385,15.737505901842454,75.0553044866835,"[-11.332408094272385, 15.737505901842454]","[-11.332408094272385, 15.737505901842454, 75.0553044866835]"
$X_{1076}$,3.64664006291099,14.217718279446672,91.97382815845164,"[3.64664006291099, 14.217718279446672]","[3.64664006291099, 14.217718279446672, 91.97382815845164]"
$X_{1077}$,9.352942156065247,-14.840092443898328,-88.89862019905604,"[9.352942156065247, -14.840092443898328]","[9.352942156065247, -14.840092443898328, -88.89862019905604]"
$X_{1078}$,-7.892797701222705,19.2517657701217,120.3466511304446,"[-7.892797701222705, 19.2517657701217]","[-7.892797701222705, 19.2517657701217, 120.3466511304446]"
$X_{1079}$,-3.7312093909487416,-1.2453485035985459,-3.461795288165403,"[-3.7312093909487416, -1.2453485035985459]","[-3.7312093909487416, -1.2453485035985459, -3.461795288165403]"
$X_{1080}$,0.37377650262127915,-19.65785852338374,-60.02068654566134,"[0.37377650262127915, -19.65785852338374]","[0.37377650262127915, -19.65785852338374, -60.02068654566134]"
$X_{1081}$,-4.022334772374819,-10.999294398737787,-49.551017879323666,"[-4.022334772374819, -10.999294398737787]","[-4.022334772374819, -10.999294398737787, -49.551017879323666]"
$X_{1082}$,-5.137647287710955,7.24072451007271,59.34809029406833,"[-5.137647287710955, 7.24072451007271]","[-5.137647287710955, 7.24072451007271, 59.34809029406833]"
$X_{1083}$,-13.920295513550723,14.660692310671124,167.80280310431843,"[-13.920295513550723, 14.660692310671124]","[-13.920295513550723, 14.660692310671124, 167.80280310431843]"
$X_{1084}$,-2.1418865821020994,-17.00159349100533,-28.221551706621092,"[-2.1418865821020994, -17.00159349100533]","[-2.1418865821020994, -17.00159349100533, -28.221551706621092]"
$X_{1085}$,13.18582471741854,18.33559898315947,40.64615763012864,"[13.18582471741854, 18.33559898315947]","[13.18582471741854, 18.33559898315947, 40.64615763012864]"
$X_{1086}$,5.867867036632198,0.17610012227322258,17.025552640882637,"[5.867867036632198, 0.17610012227322258]","[5.867867036632198, 0.17610012227322258, 17.025552640882637]"
$X_{1087}$,15.4068530737187,8.820562399064471,-20.967408610287414,"[15.4068530737187, 8.820562399064471]","[15.4068530737187, 8.820562399064471, -20.967408610287414]"
$X_{1088}$,14.095465434057473,-18.466727327286062,-98.65098116473219,"[14.095465434057473, -18.466727327286062]","[14.095465434057473, -18.466727327286062, -98.65098116473219]"
$X_{1089}$,4.001113493728798,-0.3397445498914564,0.32678072211313935,"[4.001113493728798, -0.3397445498914564]","[4.001113493728798, -0.3397445498914564, 0.32678072211313935]"
$X_{1090}$,-16.105395210475436,-19.24679104609695,-23.581774624610773,"[-16.105395210475436, -19.24679104609695]","[-16.105395210475436, -19.24679104609695, -23.581774624610773]"
$X_{1091}$,13.373116962949837,-9.898639633406393,-57.003063094848365,"[13.373116962949837, -9.898639633406393]","[13.373116962949837, -9.898639633406393, -57.003063094848365]"
$X_{1092}$,4.061250170696582,-14.844441118233052,-44.04087899918346,"[4.061250170696582, -14.844441118233052]","[4.061250170696582, -14.844441118233052, -44.04087899918346]"
$X_{1093}$,-16.59034332439422,-7.295084793435782,-1.9765295786271935,"[-16.59034332439422, -7.295084793435782]","[-16.59034332439422, -7.295084793435782, -1.9765295786271935]"
$X_{1094}$,-6.411071028561066,3.902070996589071,81.52701949579195,"[-6.411071028561066, 3.902070996589071]","[-6.411071028561066, 3.902070996589071, 81.52701949579195]"
$X_{1095}$,17.358388909851314,7.124720242637395,-23.428265143373714,"[17.358388909851314, 7.124720242637395]","[17.358388909851314, 7.124720242637395, -23.428265143373714]"
$X_{1096}$,14.845539626913485,-4.801484714186088,-81.33437905677613,"[14.845539626913485, -4.801484714186088]","[14.845539626913485, -4.801484714186088, -81.33437905677613]"
$X_{1097}$,13.548597564127121,3.273004104388221,16.982972501211503,"[13.548597564127121, 3.273004104388221]","[13.548597564127121, 3.273004104388221, 16.982972501211503]"
$X_{1098}$,-6.997420818865358,-16.08202249509157,-9.59530693789118,"[-6.997420818865358, -16.08202249509157]","[-6.997420818865358, -16.08202249509157, -9.59530693789118]"
$X_{1099}$,11.755363931901506,-15.342185619382548,-103.88090000646193,"[11.755363931901506, -15.342185619382548]","[11.755363931901506, -15.342185619382548, -103.88090000646193]"
$X_{1100}$,-9.813402693645411,-19.706320717384145,-62.14905804520332,"[-9.813402693645411, -19.706320717384145]","[-9.813402693645411, -19.706320717384145, -62.14905804520332]"
$X_{1101}$,15.351142369212184,2.6629557487039435,-5.988334540263349,"[15.351142369212184, 2.6629557487039435]","[15.351142369212184, 2.6629557487039435, -5.988334540263349]"
$X_{1102}$,15.17537294959223,-2.030183011314577,-24.297572424340796,"[15.17537294959223, -2.030183011314577]","[15.17537294959223, -2.030183011314577, -24.297572424340796]"
$X_{1103}$,7.59611593566509,6.134231213131773,45.98932949486053,"[7.59611593566509, 6.134231213131773]","[7.59611593566509, 6.134231213131773, 45.98932949486053]"
$X_{1104}$,-5.157495344727243,14.69587548411797,71.64697779324923,"[-5.157495344727243, 14.69587548411797]","[-5.157495344727243, 14.69587548411797, 71.64697779324923]"
$X_{1105}$,-1.4600779216891233,19.9620674554195,69.81108328094834,"[-1.4600779216891233, 19.9620674554195]","[-1.4600779216891233, 19.9620674554195, 69.81108328094834]"
$X_{1106}$,-1.0858500484702063,-19.662197979826065,-44.37772830246139,"[-1.0858500484702063, -19.662197979826065]","[-1.0858500484702063, -19.662197979826065, -44.37772830246139]"
$X_{1107}$,-4.430688981312363,-2.682497997508886,19.731180361598575,"[-4.430688981312363, -2.682497997508886]","[-4.430688981312363, -2.682497997508886, 19.731180361598575]"
$X_{1108}$,9.977887306556067,-8.278593981603851,-17.57387332987806,"[9.977887306556067, -8.278593981603851]","[9.977887306556067, -8.278593981603851, -17.57387332987806]"
$X_{1109}$,-11.968478584420449,-16.639011659272036,-6.429893325978377,"[-11.968478584420449, -16.639011659272036]","[-11.968478584420449, -16.639011659272036, -6.429893325978377]"
$X_{1110}$,-9.916253834838678,14.449527377793444,92.32693094000504,"[-9.916253834838678, 14.449527377793444]","[-9.916253834838678, 14.449527377793444, 92.32693094000504]"
$X_{1111}$,-12.01456136813039,-15.880434995164991,-59.247567557957865,"[-12.01456136813039, -15.880434995164991]","[-12.01456136813039, -15.880434995164991, -59.247567557957865]"
$X_{1112}$,-3.4606392515280184,10.071997326394246,27.284227263815183,"[-3.4606392515280184, 10.071997326394246]","[-3.4606392515280184, 10.071997326394246, 27.284227263815183]"
$X_{1113}$,-11.446128487918017,2.262781897888516,55.36012342629461,"[-11.446128487918017, 2.262781897888516]","[-11.446128487918017, 2.262781897888516, 55.36012342629461]"
$X_{1114}$,-19.445633368046096,13.552671468756017,90.3071994849024,"[-19.445633368046096, 13.552671468756017]","[-19.445633368046096, 13.552671468756017, 90.3071994849024]"
$X_{1115}$,13.219240757485622,9.025351000853998,1.3356944075329586,"[13.219240757485622, 9.025351000853998]","[13.219240757485622, 9.025351000853998, 1.3356944075329586]"
$X_{1116}$,12.79677668845607,10.501337675969115,72.35646196113349,"[12.79677668845607, 10.501337675969115]","[12.79677668845607, 10.501337675969115, 72.35646196113349]"
$X_{1117}$,18.440426659187906,-0.39837025896935074,-93.50123070439182,"[18.440426659187906, -0.39837025896935074]","[18.440426659187906, -0.39837025896935074, -93.50123070439182]"
$X_{1118}$,5.1980135342286005,11.130320014737617,31.30520801746433,"[5.1980135342286005, 11.130320014737617]","[5.1980135342286005, 11.130320014737617, 31.30520801746433]"
$X_{1119}$,-19.2861111062915,-8.95025389255585,65.37179885865353,"[-19.2861111062915, -8.95025389255585]","[-19.2861111062915, -8.95025389255585, 65.37179885865353]"
$X_{1120}$,0.3454180662842745,-17.49700080390565,-35.55134431421969,"[0.3454180662842745, -17.49700080390565]","[0.3454180662842745, -17.49700080390565, -35.55134431421969]"
$X_{1121}$,-14.277801291317594,16.519039861591516,110.93204709278326,"[-14.277801291317594, 16.519039861591516]","[-14.277801291317594, 16.519039861591516, 110.93204709278326]"
$X_{1122}$,14.580351342020911,-16.945026869203762,-106.70604236956078,"[14.580351342020911, -16.945026869203762]","[14.580351342020911, -16.945026869203762, -106.70604236956078]"
$X_{1123}$,-0.9514833016609892,-19.172963761530898,-96.0739937341805,"[-0.9514833016609892, -19.172963761530898]","[-0.9514833016609892, -19.172963761530898, -96.0739937341805]"
$X_{1124}$,6.942176535017339,-1.0742712197697912,-42.97538675679894,"[6.942176535017339, -1.0742712197697912]","[6.942176535017339, -1.0742712197697912, -42.97538675679894]"
$X_{1125}$,10.12231892193725,5.050484203021849,43.363932729645335,"[10.12231892193725, 5.050484203021849]","[10.12231892193725, 5.050484203021849, 43.363932729645335]"
$X_{1126}$,10.54599106802793,16.15058448926775,94.71214118089618,"[10.54599106802793, 16.15058448926775]","[10.54599106802793, 16.15058448926775, 94.71214118089618]"
$X_{1127}$,5.1881135227242225,-10.063368825807352,-63.86104314004026,"[5.1881135227242225, -10.063368825807352]","[5.1881135227242225, -10.063368825807352, -63.86104314004026]"
$X_{1128}$,-11.746279774024831,-18.40565585186338,-99.10238752502093,"[-11.746279774024831, -18.40565585186338]","[-11.746279774024831, -18.40565585186338, -99.10238752502093]"
$X_{1129}$,-0.15606654842926915,5.929966214533739,58.432363641792136,"[-0.15606654842926915, 5.929966214533739]","[-0.15606654842926915, 5.929966214533739, 58.432363641792136]"
$X_{1130}$,-16.07990055089836,-1.7318285409341527,1.3711716916010914,"[-16.07990055089836, -1.7318285409341527]","[-16.07990055089836, -1.7318285409341527, 1.3711716916010914]"
$X_{1131}$,0.6958324937864049,13.450537756744943,56.68268989678619,"[0.6958324937864049, 13.450537756744943]","[0.6958324937864049, 13.450537756744943, 56.68268989678619]"
$X_{1132}$,-15.748724244269376,-8.021606717974286,24.0172757227461,"[-15.748724244269376, -8.021606717974286]","[-15.748724244269376, -8.021606717974286, 24.0172757227461]"
$X_{1133}$,9.126500730875623,3.984693039818616,-43.03667227711884,"[9.126500730875623, 3.984693039818616]","[9.126500730875623, 3.984693039818616, -43.03667227711884]"
$X_{1134}$,14.3421384883342,2.2071043668505865,-13.378703933481116,"[14.3421384883342, 2.2071043668505865]","[14.3421384883342, 2.2071043668505865, -13.378703933481116]"
$X_{1135}$,7.994348764867976,9.074087228474873,77.72376032675365,"[7.994348764867976, 9.074087228474873]","[7.994348764867976, 9.074087228474873, 77.72376032675365]"
$X_{1136}$,16.944923931549248,8.710016522686182,44.4039772209782,"[16.944923931549248, 8.710016522686182]","[16.944923931549248, 8.710016522686182, 44.4039772209782]"
$X_{1137}$,5.034653910432954,-17.14906636547399,-85.72732899325966,"[5.034653910432954, -17.14906636547399]","[5.034653910432954, -17.14906636547399, -85.72732899325966]"
$X_{1138}$,7.483451513083594,9.334244443849453,83.82707875873862,"[7.483451513083594, 9.334244443849453]","[7.483451513083594, 9.334244443849453, 83.82707875873862]"
$X_{1139}$,16.899410608983857,-15.855894492425842,-128.59355502449662,"[16.899410608983857, -15.855894492425842]","[16.899410608983857, -15.855894492425842, -128.59355502449662]"
$X_{1140}$,-8.246231892144431,-19.307837666405923,-25.832886604146964,"[-8.246231892144431, -19.307837666405923]","[-8.246231892144431, -19.307837666405923, -25.832886604146964]"
$X_{1141}$,-3.191925260014415,-11.943712713097154,-16.791383503749106,"[-3.191925260014415, -11.943712713097154]","[-3.191925260014415, -11.943712713097154, -16.791383503749106]"
$X_{1142}$,10.019937423544519,-14.979830222030266,-54.630866554426134,"[10.019937423544519, -14.979830222030266]","[10.019937423544519, -14.979830222030266, -54.630866554426134]"
$X_{1143}$,3.4478435180264952,8.031099009819656,45.31982404082348,"[3.4478435180264952, 8.031099009819656]","[3.4478435180264952, 8.031099009819656, 45.31982404082348]"
$X_{1144}$,0.5807206556373288,-0.08322093653259799,22.80823527759427,"[0.5807206556373288, -0.08322093653259799]","[0.5807206556373288, -0.08322093653259799, 22.80823527759427]"
$X_{1145}$,-7.797816766171968,2.287342680408834,33.50338364891779,"[-7.797816766171968, 2.287342680408834]","[-7.797816766171968, 2.287342680408834, 33.50338364891779]"
$X_{1146}$,10.553572959450857,17.563363451854535,51.52778340312499,"[10.553572959450857, 17.563363451854535]","[10.553572959450857, 17.563363451854535, 51.52778340312499]"
$X_{1147}$,1.787109770497004,-5.423583995418891,-43.63267888545508,"[1.787109770497004, -5.423583995418891]","[1.787109770497004, -5.423583995418891, -43.63267888545508]"
$X_{1148}$,-7.630084352026984,-8.00387308654999,21.593758727550735,"[-7.630084352026984, -8.00387308654999]","[-7.630084352026984, -8.00387308654999, 21.593758727550735]"
$X_{1149}$,11.308276919519638,7.343239162321517,6.954989513355133,"[11.308276919519638, 7.343239162321517]","[11.308276919519638, 7.343239162321517, 6.954989513355133]"
$X_{1150}$,7.710368710572592,-1.1854704067258446,-11.252122760034306,"[7.710368710572592, -1.1854704067258446]","[7.710368710572592, -1.1854704067258446, -11.252122760034306]"
$X_{1151}$,15.449232507411317,-10.218540637566033,-116.23386722348143,"[15.449232507411317, -10.218540637566033]","[15.449232507411317, -10.218540637566033, -116.23386722348143]"
$X_{1152}$,5.465979526619517,-10.168841390739555,-86.21856372988988,"[5.465979526619517, -10.168841390739555]","[5.465979526619517, -10.168841390739555, -86.21856372988988]"
$X_{1153}$,10.188465803910823,17.634577629529545,54.017740628446134,"[10.188465803910823, 17.634577629529545]","[10.188465803910823, 17.634577629529545, 54.017740628446134]"
$X_{1154}$,-1.1148261734999139,16.975682747110156,70.9571544025462,"[-1.1148261734999139, 16.975682747110156]","[-1.1148261734999139, 16.975682747110156, 70.9571544025462]"
$X_{1155}$,-5.211108062257971,1.359288220580595,-11.627749079810098,"[-5.211108062257971, 1.359288220580595]","[-5.211108062257971, 1.359288220580595, -11.627749079810098]"
$X_{1156}$,-17.73387687051651,19.1519698814934,158.320454704008,"[-17.73387687051651, 19.1519698814934]","[-17.73387687051651, 19.1519698814934, 158.320454704008]"
$X_{1157}$,-5.89618678870686,-14.004683421344083,-0.7611313351611315,"[-5.89618678870686, -14.004683421344083]","[-5.89618678870686, -14.004683421344083, -0.7611313351611315]"
$X_{1158}$,-15.252309265109364,3.064594770505714,116.64402704744968,"[-15.252309265109364, 3.064594770505714]","[-15.252309265109364, 3.064594770505714, 116.64402704744968]"
$X_{1159}$,-5.058341350080639,9.673525007875714,48.83710878288059,"[-5.058341350080639, 9.673525007875714]","[-5.058341350080639, 9.673525007875714, 48.83710878288059]"
$X_{1160}$,-18.32433575365863,10.191404805757365,103.46844324383522,"[-18.32433575365863, 10.191404805757365]","[-18.32433575365863, 10.191404805757365, 103.46844324383522]"
$X_{1161}$,5.352288841105516,8.593408427220371,24.373708065403182,"[5.352288841105516, 8.593408427220371]","[5.352288841105516, 8.593408427220371, 24.373708065403182]"
$X_{1162}$,-17.908799067246104,3.5277032937474573,51.685045624285294,"[-17.908799067246104, 3.5277032937474573]","[-17.908799067246104, 3.5277032937474573, 51.685045624285294]"
$X_{1163}$,-11.416364292454002,17.045194340815783,130.93861193072868,"[-11.416364292454002, 17.045194340815783]","[-11.416364292454002, 17.045194340815783, 130.93861193072868]"
$X_{1164}$,2.659425429776924,18.184121684368648,138.99948418451743,"[2.659425429776924, 18.184121684368648]","[2.659425429776924, 18.184121684368648, 138.99948418451743]"
$X_{1165}$,6.8357999998543875,4.596753249394908,-30.457193498637764,"[6.8357999998543875, 4.596753249394908]","[6.8357999998543875, 4.596753249394908, -30.457193498637764]"
$X_{1166}$,-15.220304707817714,-16.265359063421343,-73.70164730760376,"[-15.220304707817714, -16.265359063421343]","[-15.220304707817714, -16.265359063421343, -73.70164730760376]"
$X_{1167}$,-13.330041310283299,0.39978292878860344,51.25774692181759,"[-13.330041310283299, 0.39978292878860344]","[-13.330041310283299, 0.39978292878860344, 51.25774692181759]"
$X_{1168}$,2.785610586852055,2.1827853475377736,-30.137342246829093,"[2.785610586852055, 2.1827853475377736]","[2.785610586852055, 2.1827853475377736, -30.137342246829093]"
$X_{1169}$,19.371358256845085,-7.306664485314389,-111.88527423811139,"[19.371358256845085, -7.306664485314389]","[19.371358256845085, -7.306664485314389, -111.88527423811139]"
$X_{1170}$,-12.499853890507037,7.506787105024792,39.68839886623028,"[-12.499853890507037, 7.506787105024792]","[-12.499853890507037, 7.506787105024792, 39.68839886623028]"
$X_{1171}$,5.980222361673295,-4.151474559342109,-27.358703216077103,"[5.980222361673295, -4.151474559342109]","[5.980222361673295, -4.151474559342109, -27.358703216077103]"
$X_{1172}$,-8.748929905526852,-6.96512516281819,-49.37616995853075,"[-8.748929905526852, -6.96512516281819]","[-8.748929905526852, -6.96512516281819, -49.37616995853075]"
$X_{1173}$,0.5048150565224319,-11.512932735417149,-70.11204785785714,"[0.5048150565224319, -11.512932735417149]","[0.5048150565224319, -11.512932735417149, -70.11204785785714]"
$X_{1174}$,18.710423072150718,-19.42373096258803,-141.66620738502863,"[18.710423072150718, -19.42373096258803]","[18.710423072150718, -19.42373096258803, -141.66620738502863]"
$X_{1175}$,-3.6541822962281074,15.645297521392571,62.91729707772027,"[-3.6541822962281074, 15.645297521392571]","[-3.6541822962281074, 15.645297521392571, 62.91729707772027]"
$X_{1176}$,-0.3120465901467604,-4.976862403264137,2.202830623709545,"[-0.3120465901467604, -4.976862403264137]","[-0.3120465901467604, -4.976862403264137, 2.202830623709545]"
$X_{1177}$,15.045232034490908,-16.871010561529335,-73.23965534570135,"[15.045232034490908, -16.871010561529335]","[15.045232034490908, -16.871010561529335, -73.23965534570135]"
$X_{1178}$,9.466582014466056,5.294114598199965,10.025076391844737,"[9.466582014466056, 5.294114598199965]","[9.466582014466056, 5.294114598199965, 10.025076391844737]"
$X_{1179}$,9.906070093966104,-4.381112242263971,-54.50915517745219,"[9.906070093966104, -4.381112242263971]","[9.906070093966104, -4.381112242263971, -54.50915517745219]"
